ProjectID	BuildingID	AffordabilityBand	TotalUnits
67438	91417	Very Low Income	5
65320	988893	Extremely Low Income	151
65320	988893	Other	1
59058	45448	Extremely Low Income	13
59058	45448	Low Income	20
59058	45448	Other	1
59058	45448	Very Low Income	18
67458	307978	Extremely Low Income	2
67458	307978	Low Income	1
67458	307978	Very Low Income	3
67458	327776	Extremely Low Income	4
67458	327776	Low Income	2
67458	327776	Very Low Income	6
67462	11267	Extremely Low Income	25
67462	11267	Very Low Income	4
66144	57063	Extremely Low Income	1
66144	57063	Low Income	3
66144	57063	Very Low Income	4
66144	57062	Low Income	4
66144	57062	Very Low Income	4
66144	74463	Low Income	8
66144	74463	Very Low Income	9
66144	74464	Extremely Low Income	1
66144	74464	Low Income	5
66144	74464	Other	1
66144	74464	Very Low Income	10
66144	57059	Extremely Low Income	1
66144	57059	Low Income	12
66144	57059	Other	1
66144	57059	Very Low Income	16
66144	66001	Extremely Low Income	3
66144	66001	Low Income	6
66144	66001	Very Low Income	12
68188	41496	Extremely Low Income	2
68188	41496	Low Income	18
68188	41496	Moderate Income	8
68188	41496	Very Low Income	2
68188	41491	Low Income	47
68188	41491	Moderate Income	7
68188	41491	Other	1
68188	41491	Very Low Income	4
66858	982995	Extremely Low Income	22
66858	982995	Low Income	87
66858	982995	Moderate Income	42
66858	982995	Other	1
66858	982995	Very Low Income	66
65291	988140	Extremely Low Income	9
65291	988140	Low Income	39
65291	988140	Very Low Income	12
65291	988250	Extremely Low Income	41
65291	988250	Low Income	111
65291	988250	Other	164
65291	988250	Other	1
65291	988250	Very Low Income	38
67459	64496	Extremely Low Income	9
67459	64496	Low Income	1
67459	64496	Other	1
67459	64496	Very Low Income	10
67459	64494	Extremely Low Income	9
67459	64494	Low Income	2
67459	64494	Very Low Income	10
67890	23647	Extremely Low Income	82
67890	23647	Low Income	6
67890	23647	Very Low Income	18
67890	805961	Extremely Low Income	84
67890	805961	Low Income	7
67890	805961	Moderate Income	2
67890	805961	Other	1
67890	805961	Very Low Income	14
63771	984735	Extremely Low Income	46
63771	984735	Low Income	32
63771	984735	Other	1
63771	984735	Very Low Income	29
65348	228119	Extremely Low Income	110
65348	228119	Other	1
65348	228119	Very Low Income	57
60963	992737	Extremely Low Income	8
60963	988831	Extremely Low Income	75
60963	988831	Other	1
58864	344530	Low Income	1
58864	344530	Very Low Income	5
58864	311887	Low Income	1
58864	311887	Very Low Income	5
58864	329139	Extremely Low Income	1
58864	329139	Low Income	2
58864	329139	Very Low Income	3
58864	329095	Low Income	1
58864	329095	Very Low Income	3
58864	311892	Extremely Low Income	2
58864	311892	Low Income	2
58864	311892	Very Low Income	12
58864	378230	Low Income	2
58864	378230	Very Low Income	4
58864	366659	Extremely Low Income	2
58864	366659	Low Income	3
58864	366659	Very Low Income	6
58864	378231	Extremely Low Income	1
58864	378231	Low Income	1
58864	378231	Very Low Income	4
66929	243980	Very Low Income	12
65210	37267	Extremely Low Income	97
53680	985795	Extremely Low Income	2
53680	985795	Low Income	3
53680	985795	Very Low Income	3
53680	985151	Low Income	8
53680	985805	Extremely Low Income	2
53680	985805	Low Income	3
53680	985805	Very Low Income	3
53680	985801	Low Income	8
53680	985802	Extremely Low Income	2
53680	985802	Low Income	3
53680	985802	Very Low Income	3
53680	985803	Low Income	8
53680	985799	Low Income	8
53680	985797	Extremely Low Income	3
53680	985797	Low Income	3
53680	985797	Very Low Income	2
53680	985804	Extremely Low Income	2
53680	985804	Low Income	3
53680	985804	Very Low Income	3
53680	985800	Extremely Low Income	2
53680	985800	Low Income	4
53680	985800	Very Low Income	2
53680	985806	Low Income	8
53680	985796	Extremely Low Income	2
53680	985796	Low Income	5
53680	985796	Very Low Income	1
53680	985789	Extremely Low Income	1
53680	985789	Low Income	4
53680	985789	Very Low Income	3
53680	985792	Low Income	8
53680	985791	Extremely Low Income	2
53680	985791	Low Income	2
53680	985791	Other	1
53680	985791	Very Low Income	3
53680	985794	Low Income	8
53680	985793	Extremely Low Income	2
53680	985793	Low Income	4
53680	985793	Very Low Income	2
53680	985790	Extremely Low Income	2
53680	985790	Low Income	5
53680	985790	Very Low Income	1
53680	985786	Extremely Low Income	2
53680	985786	Low Income	3
53680	985786	Very Low Income	3
53680	985798	Low Income	8
53680	986184	Extremely Low Income	60
53680	986184	Other	1
53680	986184	Very Low Income	19
67788	988341	Extremely Low Income	65
67788	988341	Low Income	41
67788	988341	Other	1
68542	104641	Extremely Low Income	6
68542	104641	Other	1
68542	104641	Very Low Income	126
64027	988996	Extremely Low Income	83
64027	988996	Low Income	86
64027	988996	Moderate Income	52
64027	988996	Other	1
64027	988996	Very Low Income	54
64027	990498	Extremely Low Income	25
64027	990498	Low Income	22
64027	990498	Moderate Income	20
64027	990498	Very Low Income	18
67494	989187	Extremely Low Income	31
67494	989187	Low Income	16
67494	989187	Other	1
64406	989393	Extremely Low Income	62
64406	989393	Low Income	136
64406	989393	Other	1
64406	989393	Very Low Income	51
67286	986841	Extremely Low Income	24
67286	986841	Low Income	114
67286	986841	Other	1
67286	986841	Very Low Income	92
67286	989998	Extremely Low Income	8
67286	989998	Low Income	43
67286	989998	Very Low Income	34
67287	986252	Extremely Low Income	63
62109	987706	Low Income	37
62109	987706	Middle Income	127
62109	987706	Moderate Income	63
62109	987706	Other	1
62109	987706	Very Low Income	27
59032	966928	Low Income	77
59032	966928	Middle Income	198
59032	966928	Moderate Income	14
59032	966928	Very Low Income	14
67154	989040	Extremely Low Income	8
67154	989040	Low Income	17
67154	989040	Other	1
67154	989040	Very Low Income	4
63761	927041	Extremely Low Income	20
63761	927041	Low Income	193
63761	927041	Moderate Income	134
63761	927041	Other	1
63761	927041	Very Low Income	39
61799	975338	Extremely Low Income	75
61799	975338	Low Income	157
61799	975338	Other	1
61799	975338	Very Low Income	86
67636	9438	Low Income	123
67636	9438	Moderate Income	6
67636	9438	Other	1
67636	9438	Very Low Income	68
63769	976030	Extremely Low Income	38
63769	976030	Low Income	59
63769	976030	Other	1
63769	976030	Very Low Income	2
66145	49240	Low Income	2
66145	49240	Other	1
66145	49240	Very Low Income	18
66145	116556	Extremely Low Income	1
66145	116556	Low Income	7
66145	116556	Other	1
66145	116556	Very Low Income	11
66145	116555	Extremely Low Income	1
66145	116555	Low Income	9
66145	116555	Very Low Income	25
66145	122024	Low Income	18
66145	122024	Very Low Income	14
66145	122023	Extremely Low Income	1
66145	122023	Low Income	3
66145	122023	Other	1
66145	122023	Very Low Income	11
67577	23412	Extremely Low Income	19
67577	23412	Other	1
67577	23412	Very Low Income	292
67577	803887	Extremely Low Income	27
67577	803887	Very Low Income	285
67577	804988	Extremely Low Income	16
67577	804988	Very Low Income	296
67577	805982	Extremely Low Income	26
67577	805982	Very Low Income	286
67577	3638	Extremely Low Income	19
67577	3638	Very Low Income	293
67577	805981	Extremely Low Income	17
67577	805981	Other	1
67577	805981	Very Low Income	294
62299	985940	Extremely Low Income	75
62299	985940	Low Income	124
62299	985940	Other	1
