ProjectID	BuildingID	AffordabilityBand	TotalUnits
53273	958147	Other	1
53273	958147	Very Low Income	32
54838	698722	Low Income	1
54838	531492	Low Income	1
54838	547028	Low Income	1
54838	698863	Low Income	1
54838	704769	Moderate Income	1
54838	572898	Low Income	1
54838	702317	Low Income	1
54838	573899	Low Income	1
54838	547748	Low Income	1
54838	547717	Low Income	1
54838	560017	Low Income	1
54838	548229	Low Income	1
54838	548146	Low Income	1
54838	548243	Low Income	1
54838	557243	Low Income	1
54838	666605	Moderate Income	1
54838	639912	Low Income	1
54838	688787	Low Income	1
54838	689508	Low Income	1
54838	525119	Low Income	1
54838	322293	Moderate Income	3
54838	522494	Moderate Income	1
54838	550452	Low Income	1
54838	583605	Low Income	1
59105	203238	Other	3
59105	203239	Other	3
59105	203237	Other	3
59105	203240	Other	3
59105	203236	Other	3
59105	203235	Other	3
51378	381909	Low Income	3
51378	381909	Moderate Income	3
52461	28287	Extremely Low Income	7
52461	28287	Low Income	12
52461	28287	Other	1
52461	28287	Very Low Income	36
44348	950310	Low Income	107
44348	950310	Other	1
44348	950310	Very Low Income	28
48899	805574	Low Income	378
48899	4636	Low Income	378
48899	4633	Low Income	186
48899	803934	Low Income	378
48899	805584	Low Income	378
48899	805585	Low Income	186
48899	4623	Low Income	186
48899	4371	Low Income	186
48899	31596	Low Income	378
48899	4360	Low Income	186
44281	980874	Low Income	30
44281	980874	Very Low Income	1
44281	981192	Low Income	31
44281	981457	Low Income	25
44281	981457	Other	1
44281	981457	Very Low Income	1
44281	981460	Low Income	89
44281	981459	Low Income	31
44281	981458	Low Income	30
44281	981458	Very Low Income	1
45265	38135	Low Income	28
45265	38135	Other	1
45265	38135	Very Low Income	69
45265	38122	Very Low Income	70
51179	876943	Extremely Low Income	5
51179	876943	Low Income	21
51179	876943	Other	1
51179	876943	Very Low Income	67
50201	372190	Low Income	18
50201	372190	Moderate Income	3
50201	372190	Other	1
50282	983486	Low Income	77
50282	983486	Other	1
50282	983486	Very Low Income	8
51302	979324	Extremely Low Income	56
51302	979324	Low Income	99
51302	979324	Moderate Income	67
51302	979324	Other	1
51302	979324	Very Low Income	58
51302	979325	Extremely Low Income	43
51302	979325	Low Income	73
51302	979325	Moderate Income	54
51302	979325	Other	1
51302	979325	Very Low Income	44
52119	990448	Extremely Low Income	6
52119	990448	Low Income	24
52119	990448	Other	1
52119	990448	Very Low Income	29
51357	951689	Low Income	48
51357	951689	Middle Income	15
51357	951689	Other	1
51357	951689	Very Low Income	15
51950	544663	Low Income	1
51950	572104	Low Income	1
51950	591716	Low Income	1
51950	532932	Low Income	1
51950	367956	Low Income	1
51950	536580	Low Income	1
51950	679081	Low Income	1
51950	690769	Low Income	1
51950	543689	Low Income	1
51950	611866	Low Income	1
51950	561639	Low Income	1
51950	324387	Low Income	1
51950	610826	Low Income	1
51950	550818	Low Income	1
51950	281922	Low Income	1
51950	549840	Low Income	1
51950	597082	Low Income	1
51950	583620	Low Income	1
51950	595312	Low Income	1
51950	589736	Low Income	1
49938	947501	Low Income	67
49938	947501	Middle Income	20
49938	947501	Other	1
49938	947501	Very Low Income	10
50497	806842	Low Income	153
50497	806842	Moderate Income	22
50497	806842	Other	1
58388	970697	Extremely Low Income	80
58388	970697	Other	1
58623	976713	Extremely Low Income	12
58623	976713	Low Income	67
58623	976713	Moderate Income	22
58623	976713	Other	1
58623	976713	Very Low Income	12
59388	972462	Extremely Low Income	62
59388	972462	Other	1
50410	980814	Extremely Low Income	40
50410	980814	Low Income	23
50410	980814	Other	1
50410	980814	Very Low Income	16
48011	45506	Low Income	53
48011	45506	Moderate Income	6
48011	45506	Other	1
48729	122170	Low Income	89
48729	122170	Other	1
48729	90293	Low Income	14
48729	90293	Very Low Income	6
48729	57116	Low Income	18
48729	57116	Other	1
48729	57116	Very Low Income	9
48729	46169	Low Income	21
48729	46169	Other	1
48729	46169	Very Low Income	33
51301	976948	Extremely Low Income	97
51301	976948	Low Income	63
51301	976948	Other	1
53180	977640	Extremely Low Income	8
53180	977640	Low Income	120
59637	39843	Extremely Low Income	2
59637	39843	Low Income	6
59637	39843	Moderate Income	1
59637	39843	Very Low Income	15
59637	39842	Low Income	10
59637	39842	Very Low Income	8
44282	973906	Low Income	48
44282	973906	Middle Income	79
44282	973906	Other	1
44282	973906	Very Low Income	32
50509	965117	Low Income	24
50509	965117	Moderate Income	69
50509	965117	Other	1
52656	958170	Extremely Low Income	75
52656	958170	Low Income	25
52656	958170	Other	1
44388	958153	Extremely Low Income	31
44388	958153	Low Income	62
44388	958153	Other	1
50655	958176	Extremely Low Income	16
50655	958176	Low Income	12
50655	958176	Moderate Income	9
50655	958176	Other	1
50655	958176	Very Low Income	13
44405	973259	Low Income	118
44405	973259	Middle Income	164
44405	973259	Other	304
45303	972798	Low Income	19
45303	972798	Very Low Income	13
45303	949086	Low Income	44
45303	949086	Other	1
45303	949086	Very Low Income	33
54520	975517	Extremely Low Income	65
54520	975517	Low Income	152
54520	975517	Other	1
51396	804799	Moderate Income	84
51396	904741	Moderate Income	184
51396	2716	Moderate Income	60
51396	2713	Moderate Income	297
58562	100435	Other	1
58562	100435	Very Low Income	142
58608	110045	Low Income	39
58608	93379	Low Income	2
58608	93375	Low Income	15
58608	110036	Low Income	56
58608	93376	Low Income	15
58608	93377	Low Income	28
58608	93374	Low Income	20
58608	60011	Low Income	25
58608	93371	Low Income	8
58608	110042	Low Income	50
58608	111345	Low Income	12
58666	968251	Extremely Low Income	88
58666	968251	Low Income	12
58666	968251	Other	1
58666	968251	Very Low Income	25
58790	396881	Extremely Low Income	94
58790	396881	Other	1
58980	197971	Low Income	5
58980	197971	Very Low Income	7
58980	197980	Low Income	6
58980	197980	Other	1
58980	197980	Very Low Income	1
58980	197981	Low Income	4
58980	197981	Very Low Income	4
58980	197979	Low Income	6
58980	197979	Very Low Income	2
51123	967799	Low Income	25
51123	967799	Middle Income	24
51123	967799	Other	73
51123	967799	Other	1
61575	972764	Extremely Low Income	17
61575	972764	Low Income	34
61575	972764	Other	1
61575	972764	Very Low Income	15
61587	8083	Moderate Income	20
61609		Extremely Low Income	23
61609		Low Income	18
61609		Other	1
44353	939117	Extremely Low Income	33
44353	939117	Low Income	16
44353	939117	Other	1
44353	926997	Extremely Low Income	12
44353	926997	Low Income	27
44353	926997	Other	1
46143	976480	Extremely Low Income	6
46143	976480	Low Income	14
46143	976480	Very Low Income	8
46143	958172	Extremely Low Income	10
46143	958172	Low Income	76
46143	958172	Moderate Income	26
46143	958172	Other	1
46143	958172	Very Low Income	40
48787	215645	Very Low Income	16
64232	982787	Extremely Low Income	18
64232	982787	Low Income	80
64232	982787	Other	1
64232	982787	Very Low Income	74
64232	988401	Extremely Low Income	7
64232	988401	Low Income	46
64232	988401	Very Low Income	27
50788	11230	Other	13
65280	27617	Extremely Low Income	5
65280	27617	Low Income	37
65280	27617	Moderate Income	7
65280	27617	Other	1
65280	27617	Very Low Income	42
68211	989031	Low Income	81
68211	989031	Other	1
68211	989031	Very Low Income	81
68210	989008	Extremely Low Income	90
68210	989008	Low Income	28
68210	989008	Other	1
68210	989008	Very Low Income	29
66970	992321	Extremely Low Income	66
66970	992321	Low Income	22
66970	992321	Middle Income	110
66970	992321	Moderate Income	89
66970	992321	Other	111
66970	992321	Other	1
66970	992321	Very Low Income	44
66970	993728	Extremely Low Income	104
66970	993728	Low Income	35
66970	993728	Middle Income	172
66970	993728	Moderate Income	138
66970	993728	Other	172
66970	993728	Other	1
66970	993728	Very Low Income	67
65730	60471	Extremely Low Income	2
65730	60471	Low Income	1
65730	60471	Very Low Income	17
65730	74440	Extremely Low Income	1
65730	74440	Other	1
65730	74440	Very Low Income	13
65730	60470	Extremely Low Income	4
65730	60470	Low Income	2
65730	60470	Other	1
65730	60470	Very Low Income	13
65730	97435	Low Income	4
65730	97435	Other	1
65730	97435	Very Low Income	8
65730	97431	Low Income	8
65730	97431	Very Low Income	17
65730	119101	Low Income	11
65730	119101	Other	2
65730	119101	Very Low Income	24
59474	18848	Extremely Low Income	1
59474	18848	Low Income	22
59474	18848	Other	1
59474	18848	Very Low Income	14
59474	23935	Extremely Low Income	2
59474	23935	Low Income	2
59474	23935	Very Low Income	5
59474	18986	Extremely Low Income	6
59474	18986	Low Income	10
59474	18986	Very Low Income	20
59474	18849	Low Income	5
59474	18849	Very Low Income	5
59474	19124	Low Income	2
59474	19124	Very Low Income	2
59474	18781	Extremely Low Income	10
59474	18781	Low Income	3
59474	18781	Very Low Income	4
59474	18990	Extremely Low Income	9
59474	18990	Low Income	8
59474	18990	Other	1
59474	18990	Very Low Income	16
59474	18870	Extremely Low Income	1
59474	18870	Low Income	2
59474	18870	Very Low Income	6
59474	18784	Extremely Low Income	7
59474	18784	Low Income	3
59474	18784	Other	1
59474	18784	Very Low Income	9
59474	18783	Extremely Low Income	10
59474	18783	Low Income	23
59474	18783	Other	1
59474	18783	Very Low Income	17
59474	18872	Extremely Low Income	2
59474	18872	Low Income	2
59474	18872	Very Low Income	5
59474	19114	Low Income	2
59474	19114	Very Low Income	5
59474	18779	Extremely Low Income	1
59474	18779	Low Income	4
59474	18779	Very Low Income	4
59474	23936	Extremely Low Income	1
59474	23936	Low Income	1
59474	23936	Very Low Income	7
59474	19757	Extremely Low Income	1
59474	19757	Low Income	20
59474	19757	Very Low Income	9
59474	1172	Low Income	1
59474	1172	Very Low Income	8
59474	26271	Extremely Low Income	1
59474	26271	Low Income	5
59474	26271	Very Low Income	4
59474	26274	Extremely Low Income	6
59474	26274	Low Income	8
59474	26274	Very Low Income	4
59474	804664	Low Income	4
59474	804664	Very Low Income	6
59474	19910	Low Income	4
59474	19910	Very Low Income	5
59474	19758	Low Income	5
59474	19758	Other	1
59474	19758	Very Low Income	5
51424	44252	Other	384
65205	983973	Extremely Low Income	52
65205	983973	Other	1
65205	983973	Very Low Income	33
66982	99126	Extremely Low Income	19
66982	99126	Low Income	2
66982	99126	Very Low Income	12
66982	88675	Extremely Low Income	12
66982	88675	Low Income	1
66982	88675	Very Low Income	2
66982	79308	Extremely Low Income	15
66982	79308	Low Income	1
66982	79308	Very Low Income	4
66982	79310	Extremely Low Income	13
66982	79310	Low Income	2
66982	79310	Other	2
66982	79310	Very Low Income	4
66982	99125	Extremely Low Income	15
66982	99125	Low Income	3
66982	99125	Very Low Income	7
66982	120955	Extremely Low Income	19
66982	120955	Low Income	1
66982	120955	Very Low Income	3
66982	99135	Extremely Low Income	13
66982	99135	Low Income	5
66982	99135	Very Low Income	4
66982	79317	Extremely Low Income	10
66982	79317	Low Income	2
66982	79317	Other	1
66982	79317	Very Low Income	2
66982	79315	Extremely Low Income	6
66982	79315	Low Income	1
66982	79315	Very Low Income	8
66982	79309	Extremely Low Income	9
66982	79309	Low Income	5
66982	79309	Other	1
66982	79309	Very Low Income	5
66982	79311	Extremely Low Income	13
66982	79311	Low Income	2
66982	120956	Extremely Low Income	23
66982	120956	Low Income	2
66982	120956	Very Low Income	2
66982	45419	Extremely Low Income	36
66982	45419	Low Income	8
66982	45419	Very Low Income	13
66982	100142	Extremely Low Income	16
66982	100142	Low Income	1
66982	100142	Other	1
66982	100142	Very Low Income	9
58954	968125	Low Income	80
58954	968125	Middle Income	134
58954	968125	Moderate Income	150
58954	968125	Other	1
58954	968125	Very Low Income	15
66653	985501	Extremely Low Income	135
66653	985501	Other	1
66651	986550	Extremely Low Income	176
66651	986550	Other	1
66669	48001	Extremely Low Income	6
66669	48001	Other	1
66669	48001	Very Low Income	41
66670	313888	Low Income	1
66670	313888	Very Low Income	5
66670	305684	Extremely Low Income	2
66670	305684	Low Income	4
66670	305684	Moderate Income	1
66670	305684	Very Low Income	1
66670	185649	Low Income	6
66670	185649	Other	1
66670	185649	Very Low Income	9
66670	185651	Extremely Low Income	1
66670	185651	Low Income	5
66670	185651	Very Low Income	10
66670	313945	Extremely Low Income	3
66670	313945	Low Income	1
66670	313945	Very Low Income	2
66670	305434	Extremely Low Income	1
66670	305434	Very Low Income	3
66670	305679	Low Income	7
66670	305679	Very Low Income	4
66670	373163	Extremely Low Income	1
66670	373163	Low Income	1
66670	373163	Other	1
66670	373163	Very Low Income	5
66670	311117	Low Income	7
66670	311117	Other	1
66670	311117	Very Low Income	7
66670	219614	Low Income	1
66670	219614	Very Low Income	3
66670	219550	Low Income	2
66670	219550	Very Low Income	2
66670	297291	Extremely Low Income	1
66670	297291	Very Low Income	3
66670	323979	Extremely Low Income	1
66670	323979	Low Income	1
66670	323979	Very Low Income	2
66670	357754	Extremely Low Income	3
66670	357754	Very Low Income	3
66670	344472	Extremely Low Income	1
66670	344472	Low Income	2
66670	344472	Very Low Income	9
66670	344459	Extremely Low Income	1
66670	344459	Low Income	1
66670	344459	Very Low Income	4
66670	316984	Extremely Low Income	1
66670	316984	Low Income	1
66670	316984	Moderate Income	1
66670	316984	Very Low Income	1
66670	316922	Very Low Income	4
66670	316843	Very Low Income	3
66670	316920	Extremely Low Income	1
66670	316920	Very Low Income	3
66670	316728	Extremely Low Income	1
66670	316728	Low Income	1
66670	316728	Other	1
66670	316728	Very Low Income	3
66670	311881	Extremely Low Income	1
66670	311881	Low Income	2
66670	311881	Very Low Income	1
66670	381700	Low Income	2
66670	381700	Moderate Income	1
66670	381700	Very Low Income	5
66670	381698	Extremely Low Income	1
66670	381698	Low Income	2
66670	381698	Very Low Income	2
66670	381565	Extremely Low Income	3
66670	381565	Low Income	1
66670	381565	Very Low Income	2
66670	381568	Extremely Low Income	3
66670	381568	Low Income	1
66670	381568	Very Low Income	4
66670	381608	Low Income	1
66670	381608	Other	1
66670	381608	Very Low Income	5
66670	381602	Extremely Low Income	3
66670	381572	Low Income	1
66670	381572	Very Low Income	4
66670	381637	Low Income	1
66670	381637	Very Low Income	2
66670	362369	Extremely Low Income	3
66670	362369	Low Income	1
66670	362369	Very Low Income	2
66670	329819	Extremely Low Income	1
66670	329819	Very Low Income	2
66670	329756	Low Income	2
66670	329756	Very Low Income	2
66670	377997	Extremely Low Income	1
66670	377997	Low Income	1
66670	377997	Very Low Income	4
66670	377994	Extremely Low Income	1
66670	377994	Low Income	1
66670	377994	Very Low Income	4
66670	299448	Extremely Low Income	1
66670	299448	Low Income	4
66670	299448	Very Low Income	3
66670	362766	Low Income	3
66670	362769	Low Income	1
66670	362769	Very Low Income	2
66670	362780	Extremely Low Income	1
66670	362780	Very Low Income	2
66670	213537	Low Income	4
66670	213537	Very Low Income	2
66670	346836	Extremely Low Income	1
66670	346836	Low Income	2
66670	346836	Very Low Income	5
66670	346832	Low Income	3
66670	346832	Other	1
66670	346832	Very Low Income	8
66670	346837	Low Income	1
66670	346837	Very Low Income	6
66670	205561	Low Income	2
66670	205561	Very Low Income	4
66670	205471	Extremely Low Income	1
66670	205471	Low Income	3
66670	205471	Very Low Income	5
66670	389105	Extremely Low Income	1
66670	389105	Low Income	1
66670	389105	Very Low Income	2
66670	389104	Extremely Low Income	1
66670	389104	Low Income	1
66670	389104	Very Low Income	2
66670	378228	Extremely Low Income	1
66670	378228	Low Income	1
66670	378228	Other	1
66670	378228	Very Low Income	1
66670	317236	Low Income	1
66670	317236	Very Low Income	5
66670	317155	Low Income	3
66670	317155	Very Low Income	6
66670	305733	Low Income	1
66670	305733	Very Low Income	2
66670	305955	Low Income	2
66670	305955	Very Low Income	2
66670	297646	Low Income	16
66670	297646	Other	1
66670	297646	Very Low Income	19
66670	366608	Other	1
66670	366608	Very Low Income	3
66670	807962	Extremely Low Income	3
66670	807962	Very Low Income	3
66670	304300	Extremely Low Income	2
66670	304300	Low Income	1
66670	304382	Very Low Income	4
66670	304407	Low Income	1
66670	304407	Very Low Income	2
66670	304358	Low Income	1
66670	304358	Very Low Income	3
66670	304315	Extremely Low Income	1
66670	304315	Low Income	1
66670	304315	Very Low Income	4
66670	304362	Extremely Low Income	1
66670	304362	Low Income	1
66670	304362	Very Low Income	1
66670	334948	Low Income	3
66670	334948	Very Low Income	9
66670	299516	Extremely Low Income	5
66670	299516	Low Income	5
66670	299516	Moderate Income	1
66670	299516	Very Low Income	4
66670	232324	Extremely Low Income	2
66670	232324	Low Income	1
66670	232324	Very Low Income	1
66670	232346	Extremely Low Income	1
66670	232346	Very Low Income	3
66670	222894	Extremely Low Income	2
66670	222894	Other	1
66670	222894	Very Low Income	4
66670	222695	Extremely Low Income	1
66670	222695	Very Low Income	5
66670	304053	Very Low Income	9
66670	319272	Low Income	7
66670	319272	Very Low Income	1
66670	330794	Low Income	4
66670	330794	Very Low Income	4
66670	332710	Low Income	2
66670	332710	Very Low Income	2
66670	332676	Low Income	1
66670	332676	Very Low Income	2
66670	184823	Low Income	2
66670	184823	Very Low Income	3
66670	357698	Very Low Income	3
66670	330393	Low Income	1
66670	330393	Very Low Income	7
66670	357167	Low Income	5
66670	357167	Very Low Income	3
66670	211821	Extremely Low Income	2
66670	211821	Very Low Income	2
66670	377223	Extremely Low Income	1
66670	377223	Very Low Income	2
66670	325079	Extremely Low Income	1
66670	325079	Low Income	5
66670	325079	Other	1
66670	325079	Very Low Income	13
67504	33639	Extremely Low Income	40
67504	33639	Low Income	2
67504	33639	Other	2
67504	33639	Very Low Income	10
67632	86433	Extremely Low Income	1
67632	86433	Low Income	8
67632	86433	Other	1
67632	86433	Very Low Income	46
67632	122199	Extremely Low Income	8
67632	122199	Low Income	5
67632	122199	Other	1
67632	122199	Very Low Income	45
64736	979673	Extremely Low Income	41
64736	979673	Very Low Income	27
67752	88703	Very Low Income	15
67752	88700	Very Low Income	10
67752	88704	Very Low Income	16
51271	213417	Middle Income	192
51271	213417	Other	1
66805	452	Low Income	8
66805	502	Extremely Low Income	1
66805	502	Low Income	12
66805	966644	Low Income	35
66805	966644	Middle Income	4
66805	966644	Moderate Income	8
66805	966644	Other	1
68432	326090	Extremely Low Income	2
68432	326090	Low Income	250
68432	326090	Very Low Income	42
68432	808252	Extremely Low Income	1
68432	808252	Low Income	260
68432	808252	Very Low Income	33
68432	808705	Low Income	261
68432	808705	Other	1
68432	808705	Very Low Income	32
68432	326066	Extremely Low Income	3
68432	326066	Low Income	265
68432	326066	Other	1
68432	326066	Very Low Income	50
68432	288856	Low Income	7
68432	288856	Very Low Income	25
68432	288857	Low Income	248
68432	288857	Very Low Income	46
68433	6012	Extremely Low Income	50
68433	6012	Low Income	10
68433	6012	Other	1
68433	6012	Very Low Income	133
48768	65052	Extremely Low Income	4
48768	65052	Low Income	6
48768	65052	Other	1
48768	65052	Very Low Income	121
63880	984611	Extremely Low Income	46
63880	984611	Low Income	74
63880	984611	Other	1
63880	984611	Very Low Income	40
65298	985028	Extremely Low Income	50
65298	985028	Low Income	112
65298	985028	Moderate Income	37
65298	985028	Other	1
65298	985028	Very Low Income	49
53010	378861	Extremely Low Income	2
53010	378861	Low Income	1
53010	378861	Moderate Income	5
66720	985837	Extremely Low Income	53
66720	985837	Moderate Income	190
66720	985837	Other	135
66720	985837	Other	2
66720	985837	Very Low Income	163
62102	987587	Extremely Low Income	18
62102	987587	Low Income	125
62102	987587	Other	1
62102	987587	Very Low Income	36
63154	975397	Low Income	33
63154	975397	Middle Income	170
63154	975397	Moderate Income	68
63154	975397	Other	1
63154	975397	Very Low Income	69
60824		Extremely Low Income	37
60824		Other	1
60824		Very Low Income	24
61967	19431	Extremely Low Income	56
61967	19431	Other	1
58661	221786	Low Income	9
58661	221786	Moderate Income	5
61611	975412	Extremely Low Income	8
61611	975412	Low Income	29
61611	975412	Moderate Income	42
61611	975412	Other	1
61611	975412	Very Low Income	14
61611	975414	Extremely Low Income	10
61611	975414	Low Income	58
61611	975414	Moderate Income	38
61611	975414	Other	1
61611	975414	Very Low Income	7
61611	975413	Extremely Low Income	5
61611	975413	Low Income	16
61611	975413	Moderate Income	31
61611	975413	Very Low Income	5
64829	989273	Extremely Low Income	79
64829	989273	Other	1
52795	805885	Extremely Low Income	34
52795	805885	Other	1
44409	927022	Extremely Low Income	11
44409	927022	Low Income	64
44409	927022	Other	1
44409	927022	Very Low Income	32
66644	985451	Extremely Low Income	30
66644	985451	Low Income	64
66644	985451	Very Low Income	24
63209	986657	Middle Income	40
63209	986657	Moderate Income	65
63209	986657	Other	208
63209	986657	Other	1
63209	986657	Very Low Income	80
65054	119102	Low Income	18
65054	119102	Other	1
65054	119102	Very Low Income	30
65054	806197	Low Income	48
65054	806197	Other	1
65054	806197	Very Low Income	62
65054	115524	Extremely Low Income	12
65054	115524	Low Income	11
65054	115524	Other	1
65054	115524	Very Low Income	2
65054	119100	Low Income	12
65054	119100	Very Low Income	17
65054	119086	Low Income	13
65054	119086	Other	1
65054	119086	Very Low Income	17
65054	119099	Low Income	8
65054	119099	Other	1
65054	119099	Very Low Income	20
65054	66100	Extremely Low Income	3
65054	66100	Low Income	10
65054	66100	Very Low Income	11
65054	74425	Low Income	11
65054	74425	Other	1
65054	74425	Very Low Income	12
65054	97470	Low Income	14
65054	97470	Other	1
65054	97470	Very Low Income	27
65054	97472	Extremely Low Income	2
65054	97472	Low Income	15
65054	97472	Very Low Income	13
65054	83651	Low Income	20
65054	83651	Other	1
65054	83651	Very Low Income	18
65054	65840	Extremely Low Income	7
65054	65840	Low Income	18
65054	65840	Other	1
65054	65840	Very Low Income	25
65054	66071	Low Income	12
65054	66071	Other	1
65054	66071	Very Low Income	17
65373	28125	Extremely Low Income	2
65373	28125	Low Income	1
65373	28125	Very Low Income	9
65373	41278	Extremely Low Income	2
65373	41278	Low Income	1
65373	41278	Very Low Income	7
65373	41279	Extremely Low Income	1
65373	41279	Low Income	13
65373	41279	Other	1
65373	41279	Very Low Income	5
65373	40514	Extremely Low Income	2
65373	40514	Low Income	2
65373	40514	Very Low Income	6
65373	41280	Low Income	12
65373	41280	Very Low Income	8
65373	38571	Extremely Low Income	1
65373	38571	Low Income	3
65373	38571	Very Low Income	6
51031	6546	Other	16
50806	11247	Other	12
50807	6424	Other	9
51320	203238	Other	3
51320	203240	Other	3
51320	203235	Other	3
51320	203236	Other	3
51320	203239	Other	3
51320	203237	Other	3
50866	634640	Other	6
61875	804826	Extremely Low Income	69
61875	804826	Other	1
61875	804826	Very Low Income	326
61875	804652	Extremely Low Income	66
61875	804652	Very Low Income	310
61875	413	Extremely Low Income	74
61875	413	Very Low Income	352
61875	804825	Extremely Low Income	68
61875	804825	Other	1
61875	804825	Very Low Income	327
67367	992168	Extremely Low Income	23
67367	992168	Low Income	112
67367	992168	Other	1
67367	992168	Very Low Income	88
50248	349890	Low Income	3
50248	219540	Low Income	6
50248	219546	Low Income	6
50248	309562	Low Income	3
50248	221738	Low Income	2
50248	219551	Low Income	2
50248	309559	Low Income	3
50248	349884	Low Income	3
50248	349855	Low Income	4
50248	219567	Low Income	2
50248	221746	Low Income	5
50248	398650	Low Income	3
50248	211306	Low Income	2
50248	363970	Low Income	2
50248	363912	Low Income	3
50248	369344	Low Income	3
50248	354114	Low Income	3
50248	398640	Low Income	3
50248	357152	Low Income	9
50248	205660	Low Income	5
50248	183277	Low Income	5
63751	927005	Extremely Low Income	16
63751	927005	Low Income	97
63751	927005	Moderate Income	23
63751	927005	Other	1
63751	927005	Very Low Income	15
65391	10031	Extremely Low Income	145
65391	10031	Low Income	1
65391	10031	Other	1
65391	10031	Very Low Income	4
65215	27196	Extremely Low Income	16
65215	27196	Low Income	104
65215	27196	Other	1
65215	27196	Very Low Income	310
64492	874245	Extremely Low Income	6
64492	874245	Low Income	36
64492	874245	Very Low Income	30
61931	981672	Middle Income	284
61931	981672	Moderate Income	90
61931	981672	Other	265
61931	981672	Other	1
61931	981672	Very Low Income	160
63777	985433	Extremely Low Income	11
63777	985433	Low Income	23
63777	985433	Moderate Income	58
63777	985433	Very Low Income	23
63777	985431	Extremely Low Income	19
63777	985431	Low Income	37
63777	985431	Moderate Income	90
63777	985431	Very Low Income	37
63777	985432	Extremely Low Income	14
63777	985432	Low Income	28
63777	985432	Moderate Income	72
63777	985432	Other	1
63777	985432	Very Low Income	29
48753	89051	Extremely Low Income	4
48753	89051	Low Income	7
48753	89051	Other	1
48753	89051	Very Low Income	73
68810	6199	Extremely Low Income	24
68810	6199	Low Income	3
68810	6199	Other	1
68810	6199	Very Low Income	19
65582	993492	Extremely Low Income	12
65582	993492	Low Income	28
65582	993492	Other	1
65582	993492	Very Low Income	12
67960	122729	Low Income	3
67960	122729	Very Low Income	1
66769	984712	Extremely Low Income	30
66769	984712	Low Income	81
66769	984712	Other	1
66769	984712	Very Low Income	30
67522	934463	Extremely Low Income	66
67522	934463	Low Income	20
67522	934463	Other	1
67522	934463	Very Low Income	21
67523	989049	Extremely Low Income	105
67523	989049	Low Income	69
67523	989049	Other	1
66834	11562	Extremely Low Income	13
66834	11562	Very Low Income	4
66834	6443	Extremely Low Income	13
66834	6443	Low Income	1
66834	6443	Very Low Income	2
66834	11395	Extremely Low Income	27
66834	11395	Low Income	4
66834	11395	Very Low Income	4
66834	6446	Extremely Low Income	15
66834	6446	Low Income	1
66834	6446	Middle Income	1
66834	6446	Very Low Income	6
61271	99387	Extremely Low Income	54
61271	99387	Low Income	35
61271	99387	Other	1
68080	992352	Extremely Low Income	51
68080	992352	Low Income	59
68080	992352	Other	1
68080	992352	Very Low Income	40
65378	40621	Low Income	5
65378	40621	Other	1
65378	40621	Very Low Income	14
65378	41290	Extremely Low Income	5
65378	41290	Low Income	1
65378	41290	Very Low Income	4
65378	42315	Low Income	1
65378	42315	Very Low Income	9
65378	42317	Other	1
65378	42317	Very Low Income	9
65378	42319	Extremely Low Income	2
65378	42319	Very Low Income	16
65378	42316	Low Income	2
65378	42316	Very Low Income	8
65378	41285	Extremely Low Income	1
65378	41285	Very Low Income	9
65378	41286	Extremely Low Income	1
65378	41286	Low Income	2
65378	41286	Very Low Income	7
65378	40624	Low Income	1
65378	40624	Very Low Income	9
65378	40623	Extremely Low Income	1
65378	40623	Low Income	2
65378	40623	Very Low Income	7
65378	3641	Low Income	2
65378	3641	Very Low Income	13
65378	4077	Extremely Low Income	3
65378	4077	Low Income	3
65378	4077	Very Low Income	10
65378	3644	Extremely Low Income	3
65378	3644	Low Income	2
65378	3644	Very Low Income	11
65378	3645	Extremely Low Income	1
65378	3645	Low Income	1
65378	3645	Very Low Income	8
65378	3642	Extremely Low Income	4
65378	3642	Low Income	3
65378	3642	Very Low Income	6
65378	3648	Extremely Low Income	6
65378	3648	Low Income	1
65378	3648	Very Low Income	2
67129	986549	Extremely Low Income	50
67129	986549	Other	1
67129	986549	Very Low Income	19
67130	988878	Extremely Low Income	148
67130	988878	Low Income	96
67130	988878	Other	1
63221	88010	Extremely Low Income	75
63221	88010	Low Income	2
63221	88010	Other	1
63221	88010	Very Low Income	81
68073	831979	Low Income	88
68073	831979	Moderate Income	1
68073	831979	Other	1
66105	988925	Extremely Low Income	153
66105	988925	Other	1
55500	1869	Low Income	92
60762	723979	Low Income	177
60762	723979	Other	1
59032	966928	Low Income	77
59032	966928	Middle Income	198
59032	966928	Moderate Income	14
59032	966928	Very Low Income	14
55428	64060	Low Income	207
55428	10709	Low Income	24
55428	11879	Low Income	269
55428	805037	Low Income	80
55428	306316	Low Income	251
55428	306316	Other	1
55428	20311	Low Income	42
55396	746078	Extremely Low Income	429
55396	746078	Low Income	107
67079	952514	Low Income	42
67079	952514	Other	1
67079	952514	Very Low Income	11
67438	65186	Low Income	5
67438	65186	Very Low Income	2
67438	64094	Extremely Low Income	2
67438	64094	Low Income	3
67438	64094	Other	1
67438	64094	Very Low Income	3
67438	62841	Low Income	9
67438	62841	Other	1
67438	62841	Very Low Income	6
67438	62835	Low Income	6
67438	62835	Very Low Income	6
67438	88157	Extremely Low Income	9
67438	88157	Low Income	5
67438	88157	Moderate Income	1
67438	88157	Other	1
67438	88157	Very Low Income	14
67438	91417	Low Income	11
